urlGuia,idNormas,pregunta,respuesta
institucionalidad-del-sistema-de-garantias-y-proteccion-integral-de-los-derechos-de-la-ninez-y-adolescencia,15824;1154203;1173643,¿Qué es el Sistema de Garantías y Protección Integral de los Derechos de la Niñez y Adolescencia?,"Es un sistema creado por la ley que está integrado por el conjunto de políticas, instituciones y normas destinadas a respetar, promover y proteger el desarrollo físico, mental, espiritual, moral, cultural y social de los niños, niñas y adolescentes, hasta el máximo de los recursos de los que pueda disponer el Estado."
instituto-de-derechos-humanos,1010992;1008867,¿Qué es el Instituto Nacional de Derechos Humanos?,"Es una corporación autónoma de derecho público, creada por la Ley N° 20.405 . Su objeto es la promoción y protección de los derechos humanos de las personas que habiten en Chile, en concordancia con la Constitución y los tratados internacionales vigentes suscritos por nuestro país."
jornada-especial-de-trabajo,274009;1065290;264651;207436,¿Qué se entiende por jornada ordinaria de trabajo?,"La jornada ordinaria de trabajo estaba fijada en 45 horas. Con la reforma aprobada en 2023, la duración de la jornada ordinaria de trabajo no deberá exceder de 40 horas semanales. Su distribución se podrá efectuar en cada semana calendario o sobre la base de promedios semanales en lapsos de hasta cuatro semanas, con los límites y requisitos señalados por el Código del Trabajo. Este cambio se aplicará gradualmente a un año de su publicación en el Diario Oficial. Al quinto año, abril de 2028, ya regirán las 40 horas semanales."
jornada-parcial-alternativa-para-estudiantes-trabajadores,207436;1134237;288479,¿En qué consiste la jornada parcial alternativa para estudiantes trabajadores?,"Consiste en la posibilidad de pactar una jornada parcial alternativa y de descanso entre el empleador y el estudiante trabajador. Se enmarca en las normas sobre contratos de trabajo con jornada a tiempo parcial , que son aquellas no superiores a dos tercios de la jornada ordinaria (45 horas semanales)."
juntas-de-vecinos,70040;255321;1057703,¿Para qué se constituye una junta de vecinos?,"Para promover la integración, participación y desarrollo de los vecinos de una localidad. La junta de vecinos puede: representar a los vecinos ante las autoridades para lograr convenios de desarrollo. gestionar la solución de problemas ante las autoridades. proponer y ejecutar proyectos que beneficien a los vecinos. determinar carencias de infraestructura (alcantarillado, iluminación, etc.), entre otros."
legitima-defensa,1984;30531,¿Qué es la legítima defensa?,"Es una causal de exención de la responsabilidad penal. Es decir, se considera cuando una persona comete un delito, pero lo hace en una circunstancia en la cual no corresponde aplicarle una condena."
ley-dicom,1037366;141599,¿Qué cambios incorpora la nueva ley dicom?,"Los principales cambios incorporados son: Sólo permite el tratamiento de estos datos para la evaluación de riesgo comercial y para el proceso de crédito y dispone que su comunicación puede efectuarse, exclusivamente, al comercio establecido y a las empresas que se dedican a la evaluación de riesgo. Prohíbe exigir estos datos para trámites de selección de personal, admisión preescolar, escolar o de educación superior, atención médica de urgencia o postulación a un cargo público. Permite al titular de los datos requerir a los distribuidores la información personal contenida en ellos para fines   distintos a los permitidos, en cuyo caso recibirá un certificado “para fines especiales”, el que contendrá sólo las obligaciones vencidas y no pagadas del solicitante. Impide comunicar la información relacionada con obligaciones repactadas, renegociadas o novadas, o éstas se encuentren con alguna modalidad pendiente. Asimismo, prohíbe comunicar la información relacionada con deudas contraídas con concesionarios de autopistas por el uso de ésta. Se establece el deber de los distribuidores de datos económicos, financieros, bancarios y comerciales de disponer de un   sistema que registre el acceso y entrega de los antecedentes contenidos en ellos, que individualice el nombre de quien los ha requerido, el motivo, la fecha y la hora de la solicitud. Permite al titular de los datos poder solicitar a los distribuidores, gratuitamente y cada cuatro meses, la información   contenida en este registro de acceso y entrega referida a sus datos personales. Introduce mecanismos destinados a facilitar el ejercicio de los derechos de los titulares. En este sentido: -  Se invierte la carga de la prueba, estableciendo la obligación del distribuidor o responsable de los registros o bancos de   datos de probar ante el juez que dio cumplimiento a las normas que rigen el tratamiento y comunicación de datos; y - Se establece la obligación de los distribuidores de designar una persona natural encargada del tratamiento de datos, frente a   la cual los titulares de datos puedan hacer efectivos los derechos reconocidos en la ley, sin perjuicio de su facultad de iniciar las   acciones legales que esta misma reconoce."
ley-general-de-educacion,1014974,¿Qué principios sigue esta nueva ley general de educación?,"Además de los derechos garantizados en la Constitución, tratados internacionales, el derecho a la educación y la libertad de enseñanza, la LGE se inspira en los siguientes principios: Universalidad y educación permanente: La educación debe estar al alcance de todas las personas a lo largo de toda la vida. Gratuidad: El Estado implantará progresivamente la enseñanza gratuita en los establecimientos subvencionados que reciben aportes permanentes del Estado. Calidad de la educación: Todos los alumnos, independientemente de sus condiciones y circunstancias, deben alcanzar los objetivos generales y los estándares de aprendizaje que se definan en la forma que establezca la ley. Equidad: Todos los estudiantes deben tener las mismas oportunidades de recibir una educación de calidad. Autonomía: El sistema se basa en el respeto y fomento de la autonomía de los establecimientos educativos. Diversidad: Promover y respetar la diversidad de procesos y proyectos educativos institucionales, así como la diversidad cultural, religiosa y social de las familias que han elegido un proyecto.  En los establecimientos educacionales de propiedad o administración del Estado se promoverá la formación laica y la formación ciudadana de los estudiantes, a fin de fomentar su participación en la sociedad. Responsabilidad: Los estudiantes, padres y apoderados deberán ser responsables en el ejercicio de sus derechos y el cumplimiento de sus deberes escolares, cívicos, ciudadanos y sociales. Este principio se hará extensivo a los padres y apoderados, en relación con la educación de sus hijos o pupilos. Participación: Los miembros de la comunidad educativa tienen derecho a ser informados y a participar en el proceso. Flexibilidad: El sistema debe permitir la adecuación del proceso a la diversidad de realidades, asegurando la libertad de enseñanza y la posibilidad de existencia de proyectos educativos institucionales diversos. Transparencia: La información del sistema educativo, incluyendo los ingresos, gastos y resultados académicos, debe estar a disposición de todos los ciudadanos. Integración e inclusión: El sistema propenderá a la eliminación de todas las formas de discriminación arbitraria que impidan el aprendizaje y la participación de los y las estudiantes y posibilitará la integración de quienes tengan necesidades educativas especiales.  Asimismo, el sistema propiciará que los establecimientos educativos sean un lugar de encuentro entre los y las estudiantes de distintas condiciones socioeconómicas, culturales, étnicas, de género, de nacionalidad o de religión. Sustentabilidad: Fomento al respeto al medio ambiente natural cultural, la buena relación y el uso racional de los recursos naturales y su sostenibilidad, como expresión concreta de la solidaridad con las actuales y futuras generaciones. Interculturalidad: El sistema debe reconocer y valorar al individuo en su especificidad cultural y de origen, considerando su lengua, cosmovisión e historia. Dignidad del ser humano: Orientación hacia el pleno desarrollo de la personalidad humana y del sentido de su dignidad. Se debe fortalecer el respeto, protección y promoción de los derechos humanos y las libertades fundamentales consagradas en la Constitución y los tratados internacionales vigentes en Chile. Educación integral: El sistema educativo buscará desarrollar puntos de vista alternativos en la evolución de la realidad y de las formas múltiples del conocer. Deberá considerar los aspectos físico, social, moral, estético, creativo y espiritual, con atención especial a la integración de todas las ciencias, artes y disciplinas del saber."
ley-rapa-nui,30620;1116414,¿Quiénes pertenecen al pueblo Rapa Nui y viven en otro lugar también tienen la restricción de la ley rapa nui?,"No, las personas que pertenecen al pueblo Rapa Nui no estarán afectas a las limitaciones que se establecen en este cuerpo legal."
ley-de-culto,145268;279294,¿Qué entiende la ley por iglesias?,"Se entiende por iglesias, confesiones o instituciones religiosas a las entidades integradas por personas naturales que profesen una determinada fe."
